Timestamp,block date,qbank,timed block?,QID,how confident were you with the answer you selected?,how many distractors did you correctly eliminate?,did you get the correct answer?,recreate the question task verbatim,entry point,key signals,is the patient stable?,what is the diagnosis?,discriminating clue,error type,key takeaway,picked response,keyed response
3/31/2026 10:44:47,03/31/2026,USMLERx,No,44250.1,low,1-2,No,Which of the following is the most likely underlying cause of this patient’s condition?,itchy and painful bumps on her legs,"multiple erythematous, inflamed papules and pustules are observed centered around hair follicles along both upper thighs.  Excoriations are also noted.",Yes,Bacterial folliculitis,"perifollicular pustules and papules that are itchy and tender, in the context of increased exercise (sweating) and shaving",did_not_recognize_pattern,"bacterial folliculitis is characterized by pruritic and tender peri-follicular pustules and papules most commonly on the scalp, face, upper trunk, and legs.  S. Aureus is the most common causative organism, and history of increased sweating and microtraumas (scratching, shaving) are important risk factors.",Keratosis pilaris,bacterial folliculitis
3/31/2026 10:49:13,03/31/2026,USMLERx,No,43493.1,medium,1-2,No,Which of the following is the most appropriate next step for the coresident?,Ethics,"slurred speech, alcohol on breath",Yes,physician impairment,"slurred speech, alcohol on breath",management_gap,"For reasons of patient safety, this is a situation that needs to be addressed immediately and decisively",Discuss the situation privately with the senior resident in the hallway,immediately report the senior resident as unsafe to proceed with surgery
3/31/2026 10:55:20,03/31/2026,USMLERx,No,45959.1,medium,3-4,No,Which of the following is the most appropriate disposition for this patient?,progressively worsening shortness of breath,"productive sputum, COPD, fever, hypoxia, respiratory acidosis with metabolic compensation",No,Acute exacerbation of COPD complicated by likely pneumonia,sick but not enough to warrant ICU,management_gap,"inpatient admission is the appropriate setting for management of moderate to severe COPD exacerbations characterized by significant respiratory distress, hypoxemia requiring supplemental oxygen, evidence of infection, and acute on chronic respiratory acidosis.",hospital admission to an intensive care unit,Hospital admission to a general medicine floor
3/31/2026 11:00:11,03/31/2026,USMLERx,No,22603.8,low,1-2,No,Which of the following limits the potential use of b-blockers in this patient?,chest pain,"cocaine use, ST depressions and T-wave inversions",No,Acute coronary syndrome secondary to cocaine use,"ECG changes, cocaine use",management_gap,Beta blockers abolish the b2 mediated coronary vasodilation to counteract cocaine-induced vasospasm,Diminished cardiac output,diminished myocardial oxygen supply
3/31/2026 11:26:14,03/31/2026,USMLERx,No,47084.2,medium,1-2,No,Which of the following examination findings would most support the most likely underlying diagnosis?,Daily headaches,"wooshing sound in ears (pulsatile tinnitus), obesity, young woman",Yes,Idiopathic intracranial hypertension,"chronic headache, pulsatile tinnitus, young obese woman",did_not_recognize_pattern,IIH predominantly affects young obese women of childbearing age and presents with chronic headaches with pulsatile tinnitus and/or visual symptoms due to elevated intracranial venous pressure.  Papilledema is the hallmark sign of IIH on examination.,Tenderness over the temporal artery,papilledema
3/31/2026 11:39:58,03/31/2026,USMLERx,No,22697.1,medium,0,No,Which of the following findings in this patient indicates the need for surgical intervention?,severe abdominal pain,"Bilious vomiting, fhx colon cancer, weight loss, fever, tachycardia, hypotension, hypoactive bowel sounds, diffuse tenderness, abdominal rigidity, leukocytosis neutrophilia, elevated lactate",No,Peritonitis,colorectal CA -> bowel obstruction -> perforation -> peritonitis (abdominal rigidity),diagnostic_confusion,Abdominal rigidity is the most specific physical examination finding that suggests underlying peritonitis.  Peritonitis represents a surgical emergency and requires emergent exploratory laparotomy.,Elevated lactate,Abdominal rigidity
3/31/2026 11:47:17,03/31/2026,USMLERx,No,42720.2,high,3-4,No,Which of the following is the most appropriate next step in managing this situation?,Ethics,"physician disagreement, patient anxiety and confusion",Yes,Professional disagreement,The patient is anxious and confused,missed_key_clue,"when differences in medical opinion arise, they should be discussed privately among the health care providers rather than in front of patients.  This approach prevents patient anxiety and confusion and preserves professional relationships.",Continue the discussion to reach consensus while involving the patient in the discussion,Discuss the disagreement in private outside the patient’s room
3/31/2026 11:52:38,03/31/2026,USMLERx,No,23363.11,low,1-2,Yes,Which of the following is the strongest predisposing factor in this patient for developing the underlying condition?,new-onset abdominal distension,"12 day boy, history of prematurity, abdominal distension, low birth weight, xray shows pneumatosis intestinalis",No,Necrotizing enterocolitis (NEC),pneumatosis intestinalis,low_confidence_correct,Premature birth and low birth weight have been shown to increase the risk of developing NEC,Low birth weight,same as picked response
4/1/2026 12:02:58,04/01/2026,USMLERx,No,22089.6,medium,1-2,No,Which of the following is the most appropriate next step in evaluation?,Chest pain,"not relieved by sublingual nitroglycerin, dydslipidemia, statin, tall R waves, ST depression, terminal positive T waves V1 to V4",No,Acute coronary syndrome,ST depression and positive T waves in leads V1 to V3,management_gap,"When posterior MI is suggested by isolated ST-segment depression >=0.5 mm and positive T waves in leads V1 to V3, testing of posterior chest wall leads V7 to V9 must follow because an ST-segment elevation >= 0.5mm necessitates referring the patient for urgent coronary revascularization.",Urgent coronary angiography,ECG with posterior chest wall leads V7 to V9
4/1/2026 12:33:48,04/01/2026,USMLERx,No,44060.1,low,0,No,Which of the following is the most appropriate next step in management?,"painful, enlarging swelling of his left jaw",Inflamed cyst,Yes,Inflamed epidermal inclusion cyst,inflamed cyst,management_gap,"An inflamed EIC presents as a nonfluctuant, painful erythematous nodule where the erythema does not spread beyond the cyst border.  First-line therapy for inflamed EICs is intralesional steroid injection in conjunction with application of moist warm compresses at intervals throughout the day.  In most cases, this treatment will result in complete resolution of the cyst.  The indication for use of antibiotics is infection.",Incision and drainage under local anesthetic,Treatment with intralesional steroid injection in conjunction with repeated application of moist warm compresses
4/1/2026 13:09:01,04/01/2026,USMLERx,No,23580.1,medium,3-4,No,A CT of the abdomen and pelvis with intravenous contrast would be most useful for evaluating which of the following in this patient?,MVA,"hypotension, tachycardia, shortened left leg, purple scrotum, blood in urethral meatus",No,Pelvic fracture,Xray findings,misread_stem,"urethral injury is assessed using a retrograde urethrogram, the CT is best for intrapelvic hematoma.  The XR showed a pelvic fracture.",Urethral injury,Intrapelvic hematoma
